"observed_year","id_cells","onset","offset","duration","base_date","onset_date","offset_date","onset_doy","offset_doy"
2017,13626,51.8432095601005,151.197020101683,99.3538105415824,2017-01-01,2017-02-21,2017-06-01,52,152
2018,13626,76.0953885785294,148.073307982439,71.9779194039096,2018-01-01,2018-03-18,2018-05-29,77,149
2017,13627,78.6279030407132,135.28093489017,56.6530318494564,2017-01-01,2017-03-20,2017-05-16,79,136
2018,13627,93.8465167217076,143.498096502436,49.6515797807282,2018-01-01,2018-04-04,2018-05-24,94,144
2016,13647,48.9540568568296,151.105070478033,102.151013621204,2016-01-01,2016-02-18,2016-05-31,49,152
2017,13647,67.9585151513377,128.923597555437,60.9650824040994,2017-01-01,2017-03-09,2017-05-09,68,129
2018,13647,80.2649943625961,149.473584135022,69.2085897724264,2018-01-01,2018-03-22,2018-05-30,81,150
2016,13648,64.2766399503051,156.082296154432,91.805656204127,2016-01-01,2016-03-05,2016-06-05,65,157
2018,13648,93.5724539471247,136.960398008089,43.387944060964,2018-01-01,2018-04-04,2018-05-17,94,137
2016,13671,67.71660713613,136.763613654953,69.0470065188229,2016-01-01,2016-03-08,2016-05-16,68,137
2017,13671,70.7363872359852,140.076826619974,69.340439383989,2017-01-01,2017-03-12,2017-05-21,71,141
2018,13671,71.4242949394157,145.006799533556,73.5825045941404,2018-01-01,2018-03-13,2018-05-26,72,146
2017,13812,65.7992153384966,141.153420408798,75.3542050703011,2017-01-01,2017-03-07,2017-05-22,66,142
2018,13812,90.1560979068023,137.128961754652,46.9728638478497,2018-01-01,2018-04-01,2018-05-18,91,138
2018,13831,89.6179597052332,136.129300326568,46.5113406213351,2018-01-01,2018-03-31,2018-05-17,90,137
2016,13856,48.430263829109,138.226120632029,89.7958568029197,2016-01-01,2016-02-18,2016-05-18,49,139
2017,13856,64.9580085878263,145.373213414097,80.4152048262708,2017-01-01,2017-03-06,2017-05-26,65,146
2018,13856,75.5950365806282,145.963746178045,70.3687095974163,2018-01-01,2018-03-17,2018-05-26,76,146
2017,13857,66.7332184975182,137.056927275153,70.3237087776348,2017-01-01,2017-03-08,2017-05-18,67,138
2018,13996,90.3234492301899,140.736753315765,50.4133040855752,2018-01-01,2018-04-01,2018-05-21,91,141
2018,13997,111.569378951139,141.223106358271,29.6537274071315,2018-01-01,2018-04-22,2018-05-22,112,142
2018,14018,97.4929583170104,135.73925964532,38.24630132831,2018-01-01,2018-04-08,2018-05-16,98,136
2016,14041,59.5370113347531,140.645939389485,81.1089280547316,2016-01-01,2016-02-29,2016-05-20,60,141
2017,14041,77.8630215493635,149.296764279746,71.4337427303829,2017-01-01,2017-03-19,2017-05-30,78,150
2018,14041,79.1274242576926,153.624019522156,74.496595264463,2018-01-01,2018-03-21,2018-06-03,80,154
2018,14042,78.1472150431905,143.138939754782,64.9917247115917,2018-01-01,2018-03-20,2018-05-24,79,144
2018,14199,103.675700396513,139.79196033387,36.1162599373575,2018-01-01,2018-04-14,2018-05-20,104,140
2018,14413,94.1351385713603,133.59703210139,39.4618935300293,2018-01-01,2018-04-05,2018-05-14,95,134
2017,14562,71.2670254395607,136.389516393894,65.122490954333,2017-01-01,2017-03-13,2017-05-17,72,137
2018,15502,88.3340547931514,145.13725520229,56.803200409139,2018-01-01,2018-03-30,2018-05-26,89,146
2017,16385,86.5362537335934,134.154686249539,47.6184325159455,2017-01-01,2017-03-28,2017-05-15,87,135
